j xq yq zq rhoq vxq vyq vzq pxq pyq pzq Tq pq
1172 0.000000 -0.243216 0.285801 16.327448 2.405904 -0.014220 -0.008248 39.282266 -0.232178 -0.134665 0.035101 0.178510
1173 0.000000 -0.223758 0.285801 15.511262 2.420854 -0.032424 0.005020 37.550507 -0.502938 0.077866 0.040440 0.154163
1174 0.000000 -0.204301 0.285801 15.265364 2.465620 -0.019636 -0.006322 37.638593 -0.299749 -0.096506 0.048206 0.153610
1175 0.000000 -0.184844 0.285801 15.496514 2.567355 0.000841 -0.023211 39.785057 0.013034 -0.359696 0.046784 0.175271
1176 0.000000 -0.165387 0.285801 14.465421 2.609906 -0.001098 0.014467 37.753383 -0.015885 0.209265 0.047654 0.134704
1177 0.000000 -0.145929 0.285801 15.322075 2.614394 -0.032716 -0.013734 40.057942 -0.501270 -0.210430 0.046843 0.133594
1178 0.000000 -0.126472 0.285801 15.376868 2.633124 -0.046962 -0.039755 40.489204 -0.722134 -0.611312 0.035970 0.150816
1179 0.000000 -0.107015 0.285801 15.420875 2.624764 -0.023096 0.025594 40.476155 -0.356158 0.394683 0.046035 0.169140
1180 0.000000 -0.087558 0.285801 16.911502 2.657548 0.009674 0.058680 44.943130 0.163608 0.992366 0.049777 0.165386
1181 0.000000 -0.068100 0.285801 16.472362 2.751482 0.020581 -0.005398 45.323415 0.339015 -0.088912 0.032640 0.182031
1182 0.000000 -0.048643 0.285801 15.864945 2.795334 -0.000859 -0.025594 44.347817 -0.013623 -0.406050 0.028092 0.166729
1183 0.000000 -0.029186 0.285801 16.710239 2.787138 0.015686 0.003466 46.573745 0.262116 0.057913 0.028329 0.175415
1184 0.000000 -0.009729 0.285801 16.703772 2.756994 0.011303 0.012184 46.052193 0.188802 0.203523 0.039178 0.181495
1185 0.000000 0.009729 0.285801 15.573541 2.755311 0.010067 0.020726 42.909956 0.156785 0.322776 0.039292 0.191524
1186 0.000000 0.029186 0.285801 15.654915 2.713224 0.028863 0.003368 42.475286 0.451855 0.052719 0.034057 0.169212
1187 0.000000 0.048643 0.285801 16.501294 2.716983 0.013676 0.024767 44.833738 0.225680 0.408693 0.030608 0.170082
1188 0.000000 0.068100 0.285801 16.132677 2.719170 0.012469 0.013662 43.867485 0.201154 0.220408 0.028790 0.182510
1189 0.000000 0.087558 0.285801 16.269417 2.710182 0.000542 -0.029608 44.093077 0.008821 -0.481701 0.048508 0.171004
1190 0.000000 0.107015 0.285801 16.476056 2.700003 -0.005979 -0.030274 44.485406 -0.098512 -0.498794 0.036777 0.151715
1191 0.000000 0.126472 0.285801 16.623922 2.664055 -0.003870 -0.003187 44.287041 -0.064340 -0.052975 0.027061 0.151634
1192 0.000000 0.145929 0.285801 16.073717 2.627134 0.008402 0.003365 42.227815 0.135046 0.054092 0.025029 0.153271
1193 0.000000 0.165387 0.285801 15.583819 2.588580 0.021101 0.015429 40.339956 0.328837 0.240444 0.030856 0.168539
1194 0.000000 0.184844 0.285801 14.688053 2.531532 0.015884 0.024394 37.183284 0.233302 0.358294 0.032653 0.144421
1195 0.000000 0.204301 0.285801 14.461150 2.504006 0.020343 0.006584 36.210803 0.294186 0.095211 0.033695 0.166426
1196 0.000000 0.223758 0.285801 14.875082 2.418544 0.037211 -0.003589 35.976048 0.553510 -0.053387 0.032053 0.147994
1197 0.000000 0.243216 0.285801 16.314848 2.343040 0.067129 -0.028304 38.226343 1.095198 -0.461769 0.025356 0.159509
1198 0.000000 0.262673 0.285801 15.848392 2.266929 0.067596 -0.045802 35.927173 1.071292 -0.725882 0.036847 0.146041
1199 0.000000 0.282130 0.285801 14.453646 2.175525 0.023452 -0.019439 31.444273 0.338973 -0.280961 0.043574 0.137173
1200 0.000000 0.301587 0.285801 15.254316 2.062733 0.005730 -0.013166 31.465587 0.087409 -0.200836 0.037567 0.150367
1201 0.000000 0.321045 0.285801 15.388005 1.991252 0.017189 0.020575 30.641391 0.264502 0.316614 0.037559 0.140763
1202 0.000000 0.340502 0.285801 14.984606 1.932537 0.041004 0.035795 28.958301 0.614425 0.536379 0.034890 0.147314
1203 0.000000 0.359959 0.285801 14.716998 1.840184 0.052409 0.042262 27.081990 0.771302 0.621976 0.034083 0.130158
1204 0.000000 0.379416 0.285801 14.756409 1.752100 0.039146 0.022772 25.854711 0.577651 0.336034 0.028256 0.135817
1205 0.000000 0.398874 0.285801 14.340567 1.659778 0.013144 0.001165 23.802162 0.188489 0.016710 0.036205 0.145762
1206 0.000000 0.418331 0.285801 13.988010 1.553096 0.006221 -0.009844 21.724724 0.087016 -0.137702 0.041747 0.116939
1207 0.000000 0.437788 0.285801 14.585829 1.465672 0.016233 -0.001151 21.378043 0.236765 -0.016781 0.044978 0.128980
1208 0.000000 0.457245 0.285801 14.327536 1.391978 0.035658 -0.001282 19.943615 0.510889 -0.018369 0.038369 0.117586
1209 0.000000 0.476703 0.285801 13.021689 1.301924 0.032072 -0.023395 16.953253 0.417637 -0.304647 0.042680 0.128378
1210 0.000000 0.496160 0.285801 12.927444 1.192312 0.054091 -0.037193 15.413544 0.699264 -0.480805 0.044348 0.112408
1211 0.000000 0.515617 0.285801 13.026319 1.042100 0.048117 -0.003443 13.574726 0.626790 -0.044850 0.060302 0.111507
1212 0.000000 0.535074 0.285801 13.564515 0.878795 0.031229 0.028731 11.920424 0.423608 0.389727 0.053107 0.128494
1213 0.000000 0.554531 0.285801 13.779118 0.800290 0.015999 0.022784 11.027293 0.220453 0.313937 0.054768 0.096124
1214 0.000000 0.573989 0.285801 13.420325 0.704532 0.017121 0.011419 9.455049 0.229770 0.153241 0.037423 0.111629
1215 0.000000 0.593446 0.285801 11.386232 0.637103 0.043728 0.026176 7.254200 0.497895 0.298043 0.023339 0.099996
1216 0.000000 0.612903 0.285801 8.124856 0.569883 0.034435 0.020531 4.630221 0.279782 0.166812 0.012845 0.129099
1217 0.000000 -0.645161 0.300844 7.494623 0.653662 -0.054056 0.036610 4.898950 -0.405131 0.274381 0.010756 0.082303
1218 0.000000 -0.624680 0.300844 11.672224 0.698806 -0.060439 0.030493 8.156619 -0.705455 0.355926 0.021088 0.092624
1219 0.000000 -0.604199 0.300844 12.842239 0.749262 -0.064390 0.023530 9.622198 -0.826906 0.302179 0.040611 0.064600
1220 0.000000 -0.583717 0.300844 12.334373 0.889792 -0.008809 0.007561 10.975025 -0.108657 0.093259 0.068640 0.086412
1221 0.000000 -0.563236 0.300844 11.617274 1.087351 -0.034093 -0.001333 12.632049 -0.396073 -0.015488 0.051240 0.090059
1222 0.000000 -0.542755 0.300844 13.047498 1.188120 -0.041133 0.013037 15.501997 -0.536688 0.170103 0.055637 0.099626
1223 0.000000 -0.522273 0.300844 13.412248 1.263010 0.004636 -0.025665 16.939799 0.062177 -0.344231 0.048422 0.071619
1224 0.000000 -0.501792 0.300844 14.321180 1.341010 0.003766 -0.034568 19.204849 0.053936 -0.495060 0.035153 0.098648
1225 0.000000 -0.481311 0.300844 13.419871 1.410395 -0.008977 -0.022556 18.927318 -0.120469 -0.302703 0.044300 0.111686
1226 0.000000 -0.460829 0.300844 13.714521 1.465621 -0.022571 0.004556 20.100285 -0.309552 0.062484 0.058179 0.112898
1227 0.000000 -0.440348 0.300844 14.236049 1.604828 -0.029283 0.024281 22.846407 -0.416872 0.345661 0.045381 0.098101
1228 0.000000 -0.419867 0.300844 14.185380 1.732928 -0.019527 -0.023301 24.582242 -0.277002 -0.330532 0.021915 0.107538
1229 0.000000 -0.399386 0.300844 13.975780 1.815768 -0.006867 -0.030192 25.376770 -0.095968 -0.421963 0.023918 0.123516
1230 0.000000 -0.378904 0.300844 14.269082 1.927648 0.004866 -0.027653 27.505769 0.069432 -0.394589 0.038108 0.109691
1231 0.000000 -0.358423 0.300844 14.458885 2.046700 0.001867 -0.019805 29.592996 0.026988 -0.286362 0.039832 0.120152
1232 0.000000 -0.337942 0.300844 14.788914 2.146966 -0.013763 -0.025790 31.751301 -0.203537 -0.381402 0.028351 0.112963
1233 0.000000 -0.317460 0.300844 13.960174 2.245824 -0.001735 -0.035711 31.352088 -0.024221 -0.498528 0.034323 0.135519
1234 0.000000 -0.296979 0.300844 15.711481 2.328012 0.009398 -0.017340 36.576516 0.147663 -0.272435 0.036206 0.150831
1235 0.000000 -0.276498 0.300844 16.121658 2.432633 -0.005234 -0.006238 39.218081 -0.084375 -0.100568 0.027902 0.115400
1236 0.000000 -0.256016 0.300844 15.805100 2.493482 -0.002080 -0.011475 39.409728 -0.032874 -0.181362 0.025966 0.117860
1237 0.000000 -0.235535 0.300844 16.387041 2.542456 -0.015872 -0.013289 41.663328 -0.260091 -0.217772 0.038795 0.156652
1238 0.000000 -0.215054 0.300844 15.723703 2.575134 -0.026691 0.010026 40.490647 -0.419683 0.157651 0.055085 0.153488
1239 0.000000 -0.194572 0.300844 16.636479 2.667093 -0.014717 -0.032212 44.371038 -0.244840 -0.535891 0.032708 0.153464
1240 0.000000 -0.174091 0.300844 15.617410 2.750972 0.005547 -0.012970 42.963057 0.086625 -0.202555 0.028121 0.139733
1241 0.000000 -0.153610 0.300844 14.859077 2.759083 -0.003345 -0.004877 40.997420 -0.049708 -0.072475 0.039872 0.140589
1242 0.000000 -0.133129 0.300844 15.606242 2.734912 -0.026389 -0.020827 42.681696 -0.411837 -0.325028 0.040556 0.164966
1243 0.000000 -0.112647 0.300844 14.546607 2.762519 -0.031176 0.024543 40.185283 -0.453508 0.357024 0.045358 0.137199
1244 0.000000 -0.092166 0.300844 15.645009 2.810796 0.006792 0.055483 43.974932 0.106254 0.868033 0.043810 0.157646
1245 0.000000 -0.071685 0.300844 16.921316 2.855595 0.024751 0.007824 48.320423 0.418821 0.132385 0.024460 0.168326
1246 0.000000 -0.051203 0.300844 16.009124 2.896772 0.013760 -0.037878 46.374790 0.220282 -0.606400 0.019348 0.142499
1247 0.000000 -0.030722 0.300844 16.913397 2.908321 0.022957 -0.016993 49.189596 0.388285 -0.287405 0.024627 0.167604
1248 0.000000 -0.010241 0.300844 16.330509 2.905060 0.014441 -0.006052 47.441110 0.235823 -0.098837 0.029130 0.166078
1249 0.000000 0.010241 0.300844 14.818886 2.898962 0.001085 -0.006362 42.959391 0.016080 -0.094274 0.027066 0.174843
1250 0.000000 0.030722 0.300844 15.386162 2.868467 0.017933 -0.012479 44.134698 0.275916 -0.191999 0.031588 0.157816
1251 0.000000 0.051203 0.300844 16.750688 2.863228 0.009668 0.020653 47.961032 0.161940 0.345950 0.025842 0.156678
1252 0.000000 0.071685 0.300844 16.387105 2.843773 0.019334 0.008462 46.601203 0.316831 0.138673 0.024274 0.165264
1253 0.000000 0.092166 0.300844 15.916661 2.844050 0.006748 -0.012303 45.267776 0.107408 -0.195830 0.033938 0.141835
1254 0.000000 0.112647 0.300844 15.157432 2.819128 0.010510 -0.001840 42.730744 0.159303 -0.027896 0.026042 0.140387
1255 0.000000 0.133129 0.300844 16.395452 2.774719 0.014908 0.019095 45.492777 0.244428 0.313063 0.025900 0.155312
1256 0.000000 0.153610 0.300844 16.483784 2.733036 0.006738 0.011927 45.050781 0.111065 0.196599 0.025822 0.149522
1257 0.000000 0.174091 0.300844 15.508749 2.692473 0.005526 0.018184 41.756893 0.085694 0.282011 0.027265 0.141607
1258 0.000000 0.194572 0.300844 14.482251 2.654976 0.019822 0.029508 38.450035 0.287063 0.427336 0.023834 0.141614
1259 0.000000 0.215054 0.300844 14.282943 2.584263 0.049738 0.010984 36.910885 0.710398 0.156889 0.033160 0.132811
1260 0.000000 0.235535 0.300844 15.691063 2.480302 0.070946 -0.016936 38.918579 1.113223 -0.265739 0.022233 0.157177
1261 0.000000 0.256016 0.300844 15.676306 2.418206 0.091014 -0.020093 37.908535 1.426768 -0.314988 0.027800 0.120451
1262 0.000000 0.276498 0.300844 15.171907 2.350914 0.063629 -0.010488 35.667850 0.965374 -0.159125 0.038779 0.137202
1263 0.000000 0.296979 0.300844 14.508303 2.225158 0.006426 -0.023414 32.283268 0.093231 -0.339690 0.039391 0.126862
1264 0.000000 0.317460 0.300844 16.031660 2.119866 -0.002910 0.012295 33.984965 -0.046655 0.197105 0.041402 0.127123
1265 0.000000 0.337942 0.300844 16.320271 2.075901 0.027637 0.012230 33.879259 0.451050 0.199599 0.033732 0.135712
1266 0.000000 0.358423 0.300844 15.183735 1.977034 0.060582 -0.004929 30.018764 0.919855 -0.074841 0.027454 0.112487
1267 0.000000 0.378904 0.300844 15.173119 1.876150 0.055557 0.018568 28.467041 0.842976 0.281735 0.023487 0.121061
1268 0.000000 0.399386 0.300844 14.697302 1.780906 0.025202 0.000655 26.174510 0.370396 0.009625 0.022541 0.132117
1269 0.000000 0.419867 0.300844 14.223755 1.687332 0.020751 -0.020590 24.000196 0.295150 -0.292863 0.024729 0.091475
1270 0.000000 0.440348 0.300844 14.334350 1.565948 0.021691 -0.014237 22.446852 0.310928 -0.204083 0.037101 0.110127
1271 0.000000 0.460829 0.300844 16.035975 1.488545 0.010755 -0.001681 23.870264 0.172470 -0.026961 0.027504 0.101727
1272 0.000000 0.481311 0.300844 14.539484 1.433342 -0.003273 0.000344 20.840052 -0.047581 0.005003 0.024463 0.111860
1273 0.000000 0.501792 0.300844 13.050270 1.316543 0.015054 -0.004986 17.181241 0.196464 -0.065066 0.035799 0.107727
1274 0.000000 0.522273 0.300844 12.867477 1.137263 0.036303 0.016530 14.633704 0.467132 0.212697 0.050924 0.084391
1275 0.000000 0.542755 0.300844 13.443784 0.989447 0.057373 0.034229 13.301909 0.771316 0.460165 0.053242 0.101114
1276 0.000000 0.563236 0.300844 12.788428 0.919802 0.048347 0.032026 11.762818 0.618285 0.409562 0.043752 0.113607
1277 0.000000 0.583717 0.300844 14.288674 0.784456 0.049540 0.032753 11.208841 0.707866 0.468002 0.031923 0.092441
1278 0.000000 0.604199 0.300844 14.768645 0.678967 0.039093 0.031652 10.027424 0.577351 0.467462 0.030527 0.108239
1279 0.000000 0.624680 0.300844 12.391008 0.625069 -0.002722 -0.000401 7.745238 -0.033722 -0.004964 0.020242 0.073534
1280 0.000000 0.645161 0.300844 8.108037 0.608180 -0.011289 -0.001370 4.931149 -0.091530 -0.011105 0.005783 0.085363
1281 0.000000 -0.677419 0.315886 7.007982 0.609206 -0.020133 0.017108 4.269304 -0.141093 0.119890 0.007584 0.044603
1282 0.000000 -0.655914 0.315886 11.838332 0.656716 -0.027902 0.033966 7.774427 -0.330317 0.402096 0.017490 0.084484
1283 0.000000 -0.634409 0.315886 13.906501 0.741164 -0.033023 0.025860 10.306999 -0.459240 0.359619 0.029009 0.083349
1284 0.000000 -0.612903 0.315886 14.774941 0.868683 -0.050963 0.029263 12.834744 -0.752980 0.432363 0.037870 0.071128
1285 0.000000 -0.591398 0.315886 12.867014 1.014340 -0.021926 0.012693 13.051521 -0.282123 0.163319 0.043456 0.066405
1286 0.000000 -0.569892 0.315886 13.258894 1.185201 -0.025913 0.006539 15.714458 -0.343580 0.086701 0.033957 0.079974
1287 0.000000 -0.548387 0.315886 13.686753 1.308899 -0.049131 -0.005134 17.914572 -0.672449 -0.070271 0.027811 0.087416
1288 0.000000 -0.526882 0.315886 13.383431 1.379710 -0.000214 0.000746 18.465251 -0.002860 0.009985 0.035009 0.070789
1289 0.000000 -0.505376 0.315886 13.231667 1.494329 0.010596 -0.006834 19.772470 0.140203 -0.090422 0.036857 0.082416
1290 0.000000 -0.483871 0.315886 13.903392 1.616076 0.001202 -0.007635 22.468944 0.016717 -0.106158 0.032839 0.082224
1291 0.000000 -0.462366 0.315886 13.368565 1.658671 0.000564 0.005232 22.174050 0.007537 0.069950 0.041538 0.100414
1292 0.000000 -0.440860 0.315886 13.950439 1.749278 -0.006618 0.002213 24.403193 -0.092325 0.030878 0.033070 0.078801
1293 0.000000 -0.419355 0.315886 14.254625 1.864970 -0.007303 -0.043348 26.584442 -0.104105 -0.617903 0.027668 0.096435
1294 0.000000 -0.397849 0.315886 13.252756 1.947829 -0.020646 -0.039100 25.814102 -0.273614 -0.518188 0.022948 0.109103
1295 0.000000 -0.376344 0.315886 13.337607 2.073881 -0.001561 -0.024233 27.660615 -0.020819 -0.323206 0.030903 0.106924
1296 0.000000 -0.354839 0.315886 15.131246 2.204352 -0.000651 -0.022803 33.354593 -0.009846 -0.345037 0.019522 0.115811
1297 0.000000 -0.333333 0.315886 15.324113 2.297016 -0.020992 -0.033511 35.199729 -0.321690 -0.513529 0.020973 0.082446
1298 0.000000 -0.311828 0.315886 14.511058 2.407633 -0.016030 -0.041825 34.937302 -0.232619 -0.606924 0.029778 0.091685
1299 0.000000 -0.290323 0.315886 15.843792 2.488840 -0.027355 -0.035023 39.432666 -0.433410 -0.554898 0.025440 0.127195
1300 0.000000 -0.268817 0.315886 15.558302 2.591554 -0.019778 -0.018212 40.320186 -0.307720 -0.283349 0.022391 0.108819
1301 0.000000 -0.247312 0.315886 14.990181 2.650408 -0.004254 -0.018681 39.730089 -0.063761 -0.280028 0.027631 0.149398
1302 0.000000 -0.225806 0.315886 16.229499 2.707320 -0.017679 -0.004895 43.938451 -0.286915 -0.079449 0.044599 0.125710
1303 0.000000 -0.204301 0.315886 17.080147 2.756421 -0.021450 -0.002225 47.080081 -0.366366 -0.037997 0.035223 0.123525
1304 0.000000 -0.182796 0.315886 16.338061 2.823798 -0.014453 -0.009797 46.135385 -0.236134 -0.160058 0.020674 0.144611
1305 0.000000 -0.161290 0.315886 15.396444 2.875700 -0.008171 -0.033770 44.275562 -0.125808 -0.519937 0.022312 0.125154
1306 0.000000 -0.139785 0.315886 15.366847 2.869637 -0.011221 -0.031324 44.097266 -0.172431 -0.481354 0.028424 0.132475
1307 0.000000 -0.118280 0.315886 14.207877 2.879390 -0.017200 0.018803 40.910013 -0.244377 0.267156 0.033770 0.136874
1308 0.000000 -0.096774 0.315886 14.547688 2.936575 -0.007840 0.048515 42.720371 -0.114056 0.705778 0.030610 0.141283
1309 0.000000 -0.075269 0.315886 16.687552 2.947750 0.016781 0.012498 49.190730 0.280041 0.208560 0.022687 0.132895
1310 0.000000 -0.053763 0.315886 16.309847 2.997020 0.011866 -0.011866 48.880943 0.193535 -0.193535 0.021126 0.137340
1311 0.000000 -0.032258 0.315886 17.245019 3.029667 0.011744 -0.017827 52.246658 0.202519 -0.307426 0.021320 0.155341
1312 0.000000 -0.010753 0.315886 15.773376 3.035411 0.009455 -0.017818 47.878675 0.149135 -0.281053 0.018639 0.152704
1313 0.000000 0.010753 0.315886 14.781536 3.017165 -0.001604 -0.024581 44.598328 -0.023716 -0.363347 0.020465 0.158554
1314 0.000000 0.032258 0.315886 14.578865 2.995418 0.000095 -0.023517 43.669795 0.001390 -0.342848 0.020520 0.149710
1315 0.000000 0.053763 0.315886 14.970334 2.978722 -0.003030 0.005671 44.592458 -0.045360 0.084900 0.019583 0.145725
1316 0.000000 0.075269 0.315886 14.981146 2.958388 0.012276 0.003064 44.320035 0.183902 0.045901 0.020745 0.139591
1317 0.000000 0.096774 0.315886 14.976682 2.955719 0.004840 0.000836 44.266864 0.072485 0.012518 0.021001 0.150471
1318 0.000000 0.118280 0.315886 15.606065 2.902984 0.023401 0.013100 45.304156 0.365203 0.204438 0.030125 0.129702
1319 0.000000 0.139785 0.315886 15.688379 2.872274 0.023368 0.030671 45.061319 0.366601 0.481183 0.029834 0.116105
1320 0.000000 0.161290 0.315886 16.505603 2.832805 0.004507 0.030501 46.757160 0.074389 0.503437 0.022951 0.130267
1321 0.000000 0.182796 0.315886 15.719235 2.776379 -0.000843 0.047719 43.642547 -0.013258 0.750114 0.018638 0.124737
1322 0.000000 0.204301 0.315886 15.451150 2.720028 0.033749 0.041813 42.027560 0.521466 0.646057 0.033078 0.136342
1323 0.000000 0.225806 0.315886 15.312037 2.630481 0.065398 0.012493 40.278026 1.001380 0.191299 0.034293 0.115508
1324 0.000000 0.247312 0.315886 14.769336 2.537282 0.048366 -0.003683 37.473977 0.714333 -0.054401 0.027051 0.119891
1325 0.000000 0.268817 0.315886 15.844683 2.474639 0.051174 0.025609 39.209868 0.810834 0.405765 0.025229 0.091619
1326 0.000000 0.290323 0.315886 16.244983 2.394817 0.009242 0.007300 38.903755 0.150141 0.118582 0.026502 0.096828
1327 0.000000 0.311828 0.315886 15.519126 2.289294 -0.000917 0.010582 35.527841 -0.014229 0.164223 0.028699 0.121716
1328 0.000000 0.333333 0.315886 16.679343 2.198383 0.012477 0.012790 36.667578 0.208113 0.213328 0.025350 0.105821
1329 0.000000 0.354839 0.315886 15.758222 2.100670 0.035296 -0.035087 33.102831 0.556203 -0.552901 0.021190 0.105914
1330 0.000000 0.376344 0.315886 15.215315 1.998330 0.033176 -0.003575 30.405214 0.504782 -0.054397 0.021289 0.115575
1331 0.000000 0.397849 0.315886 14.773687 1.890706 0.023393 -0.008175 27.932700 0.345600 -0.120776 0.021725 0.111035
1332 0.000000 0.419355 0.315886 14.874834 1.796389 0.019368 -0.017523 26.720986 0.288090 -0.260651 0.019588 0.080332
1333 0.000000 0.440860 0.315886 14.706601 1.688056 -0.002279 -0.014703 24.825566 -0.033514 -0.216237 0.033741 0.096488
1334 0.000000 0.462366 0.315886 16.349991 1.585083 -0.019496 0.002510 25.916097 -0.318753 0.041030 0.023002 0.092210
1335 0.000000 0.483871 0.315886 14.821265 1.521352 -0.017647 0.015894 22.548358 -0.261556 0.235570 0.017127 0.090800
1336 0.000000 0.505376 0.315886 13.131749 1.409303 0.002397 0.015420 18.506609 0.031479 0.202488 0.031906 0.079352
1337 0.000000 0.526882 0.315886 12.460812 1.225215 0.034060 0.014519 15.267176 0.424420 0.180919 0.051206 0.074319
1338 0.000000 0.548387 0.315886 13.455027 1.092916 0.056880 0.006451 14.705211 0.765324 0.086800 0.053493 0.065360
1339 0.000000 0.569892 0.315886 15.010769 0.997578 0.044641 0.014816 14.974418 0.670089 0.222394 0.027602 0.069892
1340 0.000000 0.591398 0.315886 14.789653 0.896197 0.050025 0.048926 13.254450 0.739851 0.723595 0.023583 0.061062
1341 0.000000 0.612903 0.315886 15.267929 0.791892 0.009811 0.019937 12.090545 0.149786 0.304397 0.030678 0.099015
1342 0.000000 0.634409 0.315886 15.641505 0.709887 -0.023628 -0.016493 11.103695 -0.369583 -0.257981 0.022464 0.079767
